Cell	I-0.53	I-0.87	I-1.57	I-3.37	I-4.34	I-4.47	I-4.79	I-5.38	I-5.58	I-7.00	I-7.05	I-7.96	I-8.22	I-9.05	I-9.80	I-10.71	I-11.26	I-11.46	I-12.69	I-13.35	I-13.65	I-13.94	I-14.38	I-14.39	I-14.65	II-0.05	II-0.14	II-1.64	II-2.77	II-5.01	II-5.15	II-6.04	II-6.82	II-7.17	II-7.77	II-8.68	II-8.72	II-10.55	II-11.03	II-11.06	II-11.47	II-12.46	II-12.71	II-13.82	II-14.29	III-2.08	III-2.37	III-4.06	III-4.10	III-4.45	III-6.85	III-8.00	III-8.21	III-8.26	III-8.92	III-12.86	IV-0.56	IV-1.69	IV-3.21	IV-5.88	IV-5.96	IV-6.40	IV-6.67	IV-6.79	IV-8.39	IV-9.06	IV-9.11	IV-10.51	IV-11.19	IV-13.02	IV-13.38	IV-14.28	IV-15.59	IV-16.64	V-0.38	V-0.88	V-1.25	V-1.61	V-5.09	V-5.10	V-9.65	V-11.81	V-13.14	V-13.62	V-13.72	V-14.31	V-14.72	V-14.78	V-15.66	V-17.01	V-17.03	V-17.30	V-17.43	V-17.71	V-18.86	V-19.09	V-19.13	X-0.17	X-2.70	X-3.80	X-4.52	X-4.63	X-6.01	X-6.76	X-8.16	X-9.03	X-13.48	X-17.15	X-17.23	X-17.29	X-17.60	X-17.69	X-17.72
ABalpaapaa	2.231877217	2.66993782	0	0	0	1.904022457	4.527920154	3.990742502	4.682727341	3.64692731	3.936868238	4.063362262	3.482674595	3.544182125	2.972353169	3.727420202	0	0	0	0	2.575641801	3.688931623	0	0	4.220782749	3.283960047	3.166460437	0	0	3.899405969	3.889886708	3.346490262	2.778112965	2.972790851	3.665764912	4.793605734	4.236284299	3.237975076	3.94411756	3.233824913	4.035533021	0	3.78332722	2.862016268	0	0	0	4.488828805	3.725876421	3.838167759	0	3.966174507	3.652454498	3.791863417	4.33456555	0	0	2.556212075	0	2.695760394	3.482897378	4.342306338	2.602172531	4.03919414	3.920785347	0	4.010168554	4.235915848	0	3.810415348	4.397019016	0	0	1.297539688	0	0	1.948898096	0	4.892994439	3.01716188	4.133229751	4.146358182	2.662701601	3.791405324	3.244466929	3.020799652	3.487452007	0	3.463380609	0	0	0	0	0	4.16205253	0	0	0	0	0	3.260165255	2.677333374	0	0	2.559504232	0	0	0	2.022258231	2.507002026	1.453541383	0	0
ABalpaapap	0	0	0	0	0	0	3.819283941	3.214379157	3.757675044	2.646347453	3.15816902	3.248634178	2.702948616	2.807157934	2.410616681	2.900009325	0	0	0	0	0	2.918568776	0	0	3.607971641	2.737219347	0	0	0	3.331286577	3.407525969	2.760073789	2.122576449	1.903429567	2.838724403	4.192562481	3.445199825	2.776652008	3.072701364	1.86265566	3.484207059	0	3.055264543	1.48536044	0	0	0	3.813456265	2.783441086	3.092470376	0	3.180709318	3.076778894	2.861125904	3.774119837	0	0	0	0	2.183134504	2.493572159	3.11934416	1.734845328	3.025097762	3.10928378	0	2.641937294	3.522159153	0	2.959973275	3.731229698	0	0	0	0	0	0	0	4.041053606	1.952866045	3.40415699	3.321429491	0	2.835535699	2.888565109	2.373415498	2.648159068	0	2.415327973	0	0	0	0	0	3.405569784	0	0	0	0	0	2.359529898	1.69924051	0	0	0	0	0	0	0	1.648950277	0	0	0
ABalpaappa	0	3.538627388	0	0	0	0	4.438931211	4.072583424	4.160523905	3.118515481	3.863021524	4.25019596	2.298396406	3.416885134	2.978244881	3.918807636	0	0	0	0	3.027471118	3.809026776	0	0	4.011883804	3.153556858	2.573768736	0	2.005377734	3.298938957	3.16812624	3.139110481	2.777067706	2.226917416	3.463646709	4.230759018	3.745080327	2.67758778	4.358949855	2.57140987	3.87562119	0	3.62474566	0	0	0	0	4.245570876	3.646916596	4.156249885	0	4.345079291	3.401596151	3.576165797	4.395555595	0	0	2.829452936	0	3.518522333	3.076070505	3.761665279	2.85209716	4.267773547	3.961968301	1.556077251	3.844557971	3.770220625	0	3.742592729	4.394190218	0	0	2.180902846	0	0	1.996032417	0	4.627424586	3.428129321	4.010270615	3.411991611	2.424841277	3.519394056	2.951918986	3.708583258	3.588456663	0	2.198922528	0	0	0	0	0	3.312831436	0	0	0	0	0	3.156007577	0	0	0	0	0	0	0	0	1.932631511	0	0	0
ABalpaappp	0	3.908380055	0	0	0	2.881907729	4.700474743	4.154887994	4.332292712	3.572192397	4.1615216	4.392886584	2.91149795	3.745009961	3.251954798	4.110359254	0	0	0	0	3.443438436	3.892874449	0	0	4.212734662	3.35768521	2.797169729	0	2.784981908	3.722101518	3.430620989	3.20914589	3.061894134	2.736418377	3.736468644	4.529092914	3.830005174	3.226315836	4.617024649	3.063811047	4.129691744	0	3.89362763	0	0	0	0	4.511193143	3.929456901	4.198245238	0	4.665299458	3.567635239	3.776621718	4.400243792	0	0	3.010171588	0	3.726557577	3.360009814	4.062784772	2.970193565	4.566367587	4.135671653	2.099603291	3.911249313	3.893209079	0	3.881983305	4.411122251	0	0	2.566583799	0	1.185792871	2.267834009	0	4.840314525	3.484579402	4.076309196	3.857607777	2.518686328	3.555541113	3.32173403	3.89835263	3.660282605	0	2.624338537	0	0	0	0	0	3.66291991	0	0	0	0	0	3.514487655	2.491109846	0	0	0	0	0	1.783508081	0.813891819	2.402642709	2.015238009	0	0
ABalpapaaa	0	0	0	0	0	0	3.012577477	1.913565616	2.994369936	0	2.194822363	3.768371867	0	0	0	2.577748742	0	0	0	0	0	2.343854293	0	0	3.064464307	0	0	0	0	2.5214923	0	1.296271704	0	0	2.248594663	3.293040331	2.742883932	2.350863506	0	0.558973153	2.946317959	0	1.879443985	0	0	0	0	2.315254688	2.331170372	0	0	2.977813031	0	2.443945588	2.29316937	0	0	0.178676151	0	0.867576999	2.25741463	2.538574693	0	2.766738403	2.678042542	0	1.782227354	2.937410628	0	0	0	0	0	0	0	0	0	0	2.628851997	0	2.229055757	2.754206593	0	2.261228555	0	0	2.101643205	0	0	0	0	0	0	0	1.766062912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalpapaap	0.373942331	0	0	0	0	0	3.287817705	2.511998256	3.118611916	1.910369115	2.797578044	3.810928937	1.564049117	0	1.456999299	2.815510669	0	0	0	0	0	3.09362304	0	0	3.26078037	0	0	0	0	2.757698494	1.516810241	1.222505191	0	0	2.717115291	3.397528484	3.342198411	2.326793936	0	1.269826068	3.203070722	0	2.038342872	0	0	0	0	2.100199404	2.706867923	2.196281179	0	3.226409238	0	1.903289329	2.646651604	0	0	0	0	0	2.514591843	2.765426608	0	2.764506141	3.033315011	0	2.35814457	3.129211336	0	0	2.430947998	0	0	0	0	0	0.867837566	0	2.916487328	0	2.581638802	2.866435144	0	2.50337828	0	0	1.856563497	0	0	0	0	0	0	0	2.545814577	0	0	0	0	0	2.308747859	0	0	0	0	0	0	0	0	0	0	0	0
ABalpapapa	0	0	0	0	0	0	3.15097019	2.844894436	3.359493016	2.080942041	2.02603476	3.836602807	2.093757582	3.083149831	2.185077951	2.365909716	0	0	0	0	0.921136918	2.698865814	0	0	1.93836863	0	0	0	0	0	1.702996473	0	0	0	2.466230781	3.715985625	3.211095473	2.268487548	0	0	3.179932521	0	1.601596918	0	0	0	0	2.799981608	2.799444151	2.201890201	0	2.682153877	0	2.443868393	2.822723825	0	0	0	0	1.119409062	0.875593721	3.123828849	2.063075001	2.991050386	3.165385272	0	2.070414769	3.483056505	0	0.797873081	2.198335966	0	0	0	0	0	0	0	3.152864118	1.264470138	2.869940362	2.638335629	2.616016505	2.847729829	0	0	2.762104636	0	0	0	0	0	0	0	2.770565578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalpapapp	0	1.653613904	0	0	0	0	3.235987479	3.047796143	3.363039871	2.251420582	2.407306052	3.93146059	2.160580515	3.217782372	2.148654813	2.904707311	0	0	0	0	1.705207248	2.661744723	0	0	2.716845431	0	0	0	0	2.658272385	2.025973523	0.832870989	0	0	2.633106909	3.709193819	3.480576337	2.172564734	0.378380586	0	3.282824922	0	2.019535735	0	0	0	0	2.997535778	2.778464008	2.534514179	0	3.089458672	0	2.666954492	2.901323035	0	0	0	0	0	1.223836688	3.296563803	1.805524952	2.826499816	3.153233108	0	2.510629831	3.665149047	0	1.274530207	2.197879856	0	0	0	0	0	1.92748429	0	3.308792806	2.081617047	2.850100715	2.733708462	2.628966583	3.015747664	0	0	2.89736066	0	0	0	0	0	0	0	2.880182413	0	0	0	0	0	1.501707865	0	0	0	0	0	0	0	0	0	0	0	0
ABalpappaa	3.365998988	2.857449106	0	0	0	2.505704778	4.18760922	4.043138522	4.448794422	3.516331883	3.615203395	4.400973357	3.141947007	3.718648009	3.088288431	3.647174997	0	0	0	0	3.159565079	3.994883645	0	2.521724886	3.692477511	2.711363512	0	0	0	3.723911755	3.407042344	3.359888777	2.753469522	2.765982666	3.804081003	4.707262422	4.391590727	3.572321758	3.585638891	3.233030175	4.206893295	2.823775135	3.623560334	0	0	0	0	4.108893557	3.78023279	3.650294759	2.940593403	4.361188595	2.985591459	3.295076129	4.163631169	0	0	0	0	3.122281915	2.742359691	4.230111784	2.774466264	4.548599529	3.811700697	1.628668532	3.573894321	4.182173822	0	3.187863366	4.060915576	0	0	0	0	0	2.843969235	0	4.401634147	3.092339471	3.968752625	3.782218368	3.755265828	3.272916171	3.759299213	0	4.010962142	0	2.911812063	0	0	0	0	0	4.116750136	0	0	0	0	0	3.338637584	1.717742019	1.563456907	0	2.784234358	1.354586835	0	0	0	1.589850661	0	0	0
ABalpappap	2.878796804	2.313940066	0	0	0	0	4.019671977	3.652776554	4.101269868	3.331458115	3.389377994	3.969248926	3.186264059	3.505431424	2.705295781	3.196209753	0	0	0	0	3.042412407	3.696485843	0	2.268363119	3.498903745	2.751092201	0	0	0	3.54147601	3.435852118	3.119838231	2.047617998	2.715786182	3.314542441	4.60075682	4.423354529	3.611853969	3.418475779	2.733088715	3.94278964	2.235765051	3.531372727	0	0	0	0	3.890870588	3.435315505	3.681884481	3.090808162	4.092251097	2.709550511	2.833724233	4.079776159	0	0	0	0	2.709329645	2.545160958	4.017474744	2.435495446	4.185782018	3.412187528	0	3.334931785	3.918640832	0	2.907850688	3.755628001	0	0	0	0	0	3.053587062	0	3.771993803	2.788193802	3.993338433	3.418845939	3.443399697	2.765079888	3.376188412	0	3.868733487	0	3.01496077	0	0	0	0	0	3.933013004	0	0	0	0	0	3.053602226	0.296549316	0	0	2.747165001	0	0	0	0	1.466242033	0.445665281	0	0
ABalpapppa	3.747587655	3.261430055	1.003676066	0	0	2.836330605	4.432653258	4.200015105	4.573397374	3.564455505	3.981250932	4.627272969	3.683560072	4.022221382	3.268142705	4.063918321	0	0	0	0	3.24527954	4.383312148	0	2.795581929	4.087166948	2.885322936	3.104606915	0	3.083765158	3.969292936	4.203206383	3.676042873	3.01749277	3.227182265	3.876224001	5.038347992	4.578671232	4.201050328	3.872207535	3.436405406	4.299069972	2.482144113	4.361382497	1.81606234	0	0	0.659530189	4.487514138	3.994095259	4.460920787	2.970229297	4.597495525	3.598716454	3.786535003	4.442738364	3.246033107	0	1.94739858	0	2.943805096	3.272277517	4.607259899	3.11800004	4.38550654	4.162730747	2.825092064	3.910904252	4.665795504	0	3.567317182	4.056212012	0	1.33543866	2.566810976	0	0	2.60356054	0	4.364172204	3.517509214	4.243987402	3.744979376	3.987530787	3.342523735	3.644388	3.733376699	4.032328019	0	3.632492744	0	0	0	0	0	4.314376752	0	0	0	0	0	4.03663174	2.69434456	2.58119318	0	3.048657554	1.616361077	0	0	0	3.193626044	0	0	0
ABalpapppp	3.283118929	2.675997745	0	0	0	1.691590379	3.90197716	3.112217092	3.825773719	2.973320167	3.215596205	4.059416776	2.935800443	2.885211458	2.394198615	3.233842946	0	0	0	0	2.997456523	3.840080069	0	1.700668289	3.320763234	2.322407486	0	0	0	3.367313532	3.975730941	3.25775305	1.872471161	2.529499242	2.788758652	4.54967834	3.971016711	3.606705366	3.094307615	2.439243557	3.753391237	1.246562327	3.924611324	0	0	0	0	3.967151082	3.248394659	3.853645928	2.388966038	4.048402697	2.675849735	3.264544594	4.145915406	2.032110524	0	0	0	2.337259345	2.811915265	4.174027004	2.570856103	3.741034687	2.965762425	0	3.20235211	3.802147506	0	2.890093183	3.429550001	0	0	1.959389549	0	0	1.706209598	0	3.560113247	2.941549356	3.549467324	3.449310428	3.29807106	2.553053374	2.947816178	3.134850323	3.617354253	0	2.910927013	0	0	0	0	0	3.684146067	0	0	0	0	0	3.273013707	0.98444026	0	0	2.368699209	0	0	0	0	2.353680302	0	0	0
ABalppaaaa	0	0	0	0	0	0	0	0	1.705362857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524553492	0	0	0	0	1.932746802	0	0	0	0	0	0	0	0	0	0	0	2.090607913	0	4.653418454	0	1.755399872	0	0	0	0	0	0	0	0	0	0	0	1.493591608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.040077264	0	0	0	0.41304338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalppaaap	0	0	0	0	0	0	0	0	2.555701458	0	1.895691294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.424953547	1.066724019	0	0	0	0	2.692111752	2.078924037	0	0	0	2.354606916	0	0	0	0	0	0	1.135706651	1.944075773	4.888726523	0	2.988612288	0	0	2.152730623	0	0	0	0	0	0	0	0	2.025224545	0	0	0	0	0	0	2.481264365	0	0	0	0	0	0	0	2.061773095	0	0	2.339641581	1.455568951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalppaapa	0	0	0	0	0	0	0	0	3.29557435	0	0	0	0	0	0	0	0	0	0	0	0	1.661811043	0	0	1.524736141	0	0	0	0	1.106143409	0	0	0	0	0	1.913569951	0	0	0	0	2.084106713	0	0	0	0	0	0	0	1.345258766	3.87732493	0	0	0	0	0	0	0	0	0	0	0	0	0	1.681201457	0	0	0	0	0	0	1.079812145	0	0	0	0	0	0	0	0.789518305	0	0.971345614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalppaapp	0	0	0	0	0	0	2.86368505	0	3.352704145	0	1.724217561	0	1.118949589	1.399597656	1.590785141	0	0	0	0	0	0	0	0	0	2.239500852	0	0	0	0	2.077880118	0	0	0	0	0	2.143028885	0	0	1.4231839	0	2.380944072	0	0	0	0	0	0	1.49778392	2.417871825	4.120772132	0	1.652261723	0	0	1.79120072	0	0	0	0	0.54408508	0	1.736008408	0	1.795096122	1.452085155	0	0	2.340829819	0	0	1.793930512	0	0	0	0	0	0	0	2.497751268	0	1.100681965	1.934675796	1.40522428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalppapaa	0	0	0	0	0	0	3.003582002	1.226750135	2.358401919	0	1.788288652	1.985876465	1.133228121	0	2.002973445	2.276757312	0	0	0	0	0	0	0	0	0	0	0.639257868	0	0	1.839511256	0	0	0	0	2.243356132	2.853486083	2.271432755	0	0.909815674	0	2.538414785	0	0	0	0	0	0	1.264601011	2.288145875	4.320560773	0	2.411509067	0	2.375209979	2.288091694	0	0	0	0	0	0	2.710716962	0	2.060139421	2.484341687	0	1.049314551	0	0	0	1.925363154	0	0	0	0	0	0	0	2.836814255	0	1.400497283	1.755818418	0	0	0	1.032690097	1.55564267	0	0	0	0	0	0	0	1.760056622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalppapap	0	0	0	0	0	0	2.928588198	1.288975861	3.211711211	0	2.044438583	2.312364342	1.701600349	0	1.983783356	2.45114242	0	0	0	0	0	1.626175572	0	0	0	0	0	0	0	1.853886456	0.859231443	0	0	0	2.473330587	2.946049732	2.593955194	0	0.954126757	0	2.740744651	0	0	0	0	0	0	1.8283061	2.4079807	4.39594527	0	2.624635845	0	2.1178277	2.646703689	0	0	0	0	0	0	2.791994053	0	2.567231356	2.561275026	0	1.694686692	1.910929383	0	0	1.388315631	0	0	0	0	0	0	0	3.451391118	0	1.483953354	2.744128312	1.517809743	0	0	1.268866492	1.547289418	0	0	0	0	0	0	0	2.444534151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17615537	0	0	0
ABalppappa	0	0	0	0	0	0	3.356619764	1.642379505	3.706508756	1.844367947	2.501375576	3.167783996	2.248741981	1.907381599	1.848082758	3.129514919	0	0	0	0	0	2.683511097	0	0.960736625	2.42774618	0	0	0	0	2.743432927	2.380334679	0.887461446	0	0	2.525413071	3.148024216	2.977179704	1.254691399	2.433309327	1.44158291	2.968405794	0	1.402040716	0	0	0	0	1.836647775	2.893923875	4.515097128	0	2.929312219	0	2.506438587	3.156870791	0	0	0	0	0	2.266423933	3.272467479	0.381409214	2.861892396	2.312197203	0	2.150231202	2.053825393	0	1.85851948	2.387353968	0	0	0	0	0	0	0	3.122147745	0	1.696380551	2.521555376	2.230821277	2.114556132	0	0	1.874050904	0	0	0	0	0	0	0	2.383082616	0	0	0	0	0	1.501642318	0	0	0	0	0	0	0	0	0	0	0	0
ABalppappp	0	0	0	0	0	0	0	1.456398918	3.432249298	1.537507274	2.740524008	3.081261549	2.379038961	1.577065336	1.597855591	2.904955495	0	0	0	0	0	2.660264782	0	0	2.687997736	0	1.615071945	0	0	2.488855334	2.307769568	1.006300521	0	0	2.5790245	3.201706458	2.794064797	0	2.423927792	0	2.918118382	0	1.43802468	0	0	0	0	1.651574523	2.60376443	4.571244874	0.572873974	2.885467639	0	2.438539687	3.285015757	0	0	0	0	0	2.108980557	3.56438681	0.959545589	2.741103151	1.981738556	0	1.989275205	2.209159494	0	1.832034297	2.837733467	0	0	0	0	0	0	0	3.243907319	0	1.438928666	2.656330158	2.14282253	2.049847013	0	0	2.018657605	0	0	0	0	0	0	0	2.475140978	0	0	0	0	0	1.719434315	0	0	0	0	0	0	0	0	0	0	0	0
ABalpppaaa	0	0	0	0	0	0	0	1.200240148	3.027417986	0	2.419931965	2.191892611	1.54930783	0	0	2.699911648	0	0	0	0	0	2.128313011	0	0	2.325916361	0	1.327020233	0	0	0	0	0	0	0	0	2.435783188	1.860366547	0	0	0	2.245947883	0	0	0	0	0	0	0	2.791921429	3.916095262	0	2.95830802	0	1.725357604	2.836078906	0	0	0	0	0	0	2.114987668	0	2.553837416	1.216113825	0	0	2.5241937	0	0	2.767519585	0	0	0	0	0	0	0	2.562568722	0	2.194117907	1.953404631	0	2.816850223	0	0	1.852489302	0	0	0	0	0	0	0	0	0	0	0	0	0	1.680818646	0	0	0	0	0	0	0	0	0	0	0	0
ABalpppaap	0	0	0	0	0	0	0	2.295659862	3.042404039	0	2.586580453	3.102168913	2.212588552	0	0	3.088907506	0	0	0	0	2.881994394	2.015874126	0	0	1.806357187	0	1.685263033	0	0	0	0	0	0	0	0	2.720240836	3.39185733	0	1.667781326	0	1.671502253	0	0	0	0	0	0	0	2.890523704	3.789649579	0	3.084319156	0	2.457317084	3.013351121	0	0	0	0	0	1.655650947	2.029294692	0	2.659094921	1.589585665	3.331309325	0	2.569756002	0	0	3.446714295	0	0	0	0	0	0	0	2.987886705	0	2.431190146	2.373003809	0	2.364746787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.822934119	0	0	0	0	0	0	0	0	0	0	0	0
ABalpppapa	0	0	0	0	0	0	3.241687179	1.530733811	3.238324346	2.027618206	0	3.358767372	0	2.886853092	0	3.026828834	0	0	0	0	0	0	0	0	2.725336096	0	0	0	0	3.273125184	0	0	0	1.161235749	2.279174425	2.881333787	2.930174764	0	2.522608895	0	2.665324851	0	0	0	0	0	0	3.503259108	1.611306632	4.370021676	0	3.090805076	0	2.466616843	2.606401938	0	0	0	0	0	1.596639504	2.754180395	0	3.244938037	1.590504955	0	0	2.219491249	0	0	2.415198198	0	0	0	0	0	0	0	3.470864095	0	1.837985791	2.683809942	0	2.832757618	0	1.642245141	2.127704474	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57179498	1.738035836	0	0	0	0	0	0	0	0	0	0	0
ABalpppapp	0	0	0	0	0	0	3.661482338	2.26844319	3.358193954	2.370297152	0	3.56669018	0	2.741939006	2.300282993	3.347134285	0	0	0	0	0	2.14063172	0	0	2.730969679	0	0	0	0	3.376159691	0	0	1.696459473	1.603084482	2.467042741	3.267647416	3.07987717	2.674497136	2.128573958	0	2.587823572	0	0	0	0	0	0	3.55471927	2.126711749	3.968302767	0	3.641601201	0	2.900604951	2.617408673	0	0	0	0	0	2.019851427	2.610575312	1.972849504	3.277945198	2.20837903	0	0	2.777096171	0	0	2.551695639	0	0	0	0	0	0	0	3.409165158	0	2.580267835	2.814352157	0	0	0	2.39064662	1.983293045	0	0	0	0	0	0	0	2.245580537	0	0	0	0	0	2.113499283	1.534023258	0	0	0	0	0	0	0	0	0	0	0
ABalppppaa	2.192508787	2.721005681	0	0	0	2.304935851	3.354545073	2.624648867	3.816031701	2.606766139	2.756718597	3.933952717	2.015407922	3.171420468	1.584280715	2.61452959	0	0	0	0	2.567754918	2.929989325	0	0	3.527164898	0	0	0	0	3.151888919	2.539603445	0	0	1.673495696	1.887834108	3.228650938	3.203376078	2.757090338	0	0	3.366478941	0	2.280416771	0	0	0	0	2.920213345	2.754203225	4.714990759	0	3.505480433	0	3.091100591	3.93778255	0	0	0	0	0	2.202770971	3.190924299	0	3.040861327	2.796122855	0	2.239437401	3.109530439	0	1.548294994	3.057613773	0	0	0	0	0	0	0	3.725706681	0	2.634309433	3.003746936	2.139236492	3.065869594	0	0	3.208178246	0	0	0	0	0	0	0	3.001015961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalppppap	2.31408131	2.869620676	0	0	0	2.658725112	3.334615531	2.552732549	3.971384837	2.862979804	3.014911892	4.079469154	2.248949317	3.421099118	2.459574626	3.103424595	0	0	0	0	2.746400177	3.047037485	0	1.736779678	3.543468891	0	0	0	0	3.454315631	2.979317892	0	2.342790533	2.293517112	2.47430559	3.494039937	3.637998215	3.055472478	0	0	3.461594213	0	2.230994702	0	0	0	0	3.295118254	2.871681995	4.646885576	0	3.947868404	2.432106279	3.40530489	4.124363953	0	0	0	0	1.928723977	2.483008497	3.445722554	1.730866353	3.4632518	3.186648376	0	3.294911877	3.272558001	0	1.787403395	3.371386305	0	0	0	0	0	0	0	3.871050827	0	2.979082882	3.43802641	2.539978334	3.392060584	0	0	3.235744936	0	0	0	0	0	0	0	3.402607537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABalpppppa	3.360912615	3.145566655	0	0	0	2.650679006	3.444338599	2.905180359	4.270811491	2.189679688	2.719189371	3.927590309	2.252294095	3.438432744	1.881751754	3.196030804	0	0	0	0	2.874685097	3.269013034	0	1.713304787	3.903595651	0	2.144757998	0	0	3.654902754	2.624468799	0	2.955967513	2.140835128	2.73518659	3.956484932	4.040105995	2.852183013	2.941778621	2.215539308	3.638411024	2.165629088	3.081779872	0	0	0	0	3.233849403	3.183805333	4.805334882	1.941179721	3.985638745	2.486495224	3.485087166	4.058803652	0	0	0	0	2.305095947	2.531941385	3.500225226	1.826293278	3.670723893	3.274039883	0	2.828166733	3.288504474	0	2.901976159	3.53384725	0	0	0	0	0	0	0	4.170651005	0	2.897634038	3.593384573	2.155614758	3.799545056	0	0	3.816737299	0	2.171910683	0	0	0	0	0	3.661698258	0	0	0	0	0	3.135573204	1.668945706	0	0	0	0	0	0	0	0	0	0	0
ABalpppppp	2.477404793	2.806862406	0	0	0	1.93265154	3.285175906	2.338918441	3.860815145	1.716020658	2.744864653	3.27390611	2.070089976	2.99137987	0	2.605653241	0	0	0	0	2.476455369	3.002000706	0	1.944990066	3.202848313	0	0	0	0	3.637162503	3.219175678	0	2.589133153	2.030189448	2.519866452	3.739003457	4.272053494	2.696812662	3.078752748	1.928081689	3.251904842	0	3.064606004	0	0	0	0	2.985423848	2.809948461	3.953670847	2.293408384	3.557786096	2.226232739	2.97925235	4.315737559	0	0	0	0	1.685749754	2.241120548	3.417097028	1.977103355	3.378917167	2.548456302	0	2.075117868	3.043223217	0	2.494469878	3.378149106	0	0	0	0	0	0	0	3.8585794	0	2.713078185	3.138549008	0	3.445466035	0	0	3.265912246	0	0	0	0	0	0	0	3.177788653	0	0	0	0	0	2.709611854	0	0	0	0	0	0	0	0	0	0	0	0
ABaraaaaaa	0	0	0	0	0	0	0	0	2.564873255	0	0	2.80782609	2.079029489	0	0.945186295	0	0	0	0	0	0	2.386443666	0	0	2.30620627	0	0	0	0	1.782857854	0	0.672188543	0	0	1.165827469	2.026042432	1.476433636	0	1.290379336	0	1.790282521	0	0.699092762	0	0	0	0	2.111495807	0	0	0	2.272065868	0	1.234754393	0	0	0	0	0	0	0	2.807854504	0	2.217858283	2.451008786	0	0.165210685	2.77277508	0	0	2.657135837	0	0	0	0	0	0	0	2.770231972	0	1.840331701	1.062051478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABaraaaaap	0	0	0	0	0	0	0	1.228658107	2.581725659	1.819418153	0	3.250575091	2.262347094	1.668941757	2.068354897	1.306455575	0	0	0	0	0	2.619269329	0	0	2.189284874	0	0	0	0	2.823905867	1.033641447	0.441392414	0	0	1.879917898	1.95160159	2.837788959	2.061939945	1.594404787	0	2.172466942	0	1.601425972	0	0	0	0	2.254258913	1.625441091	1.385682687	0	2.727458289	0	1.282466962	1.061947056	0	0	0	0	0	0	2.859571898	0	2.460329069	2.76334243	0	2.001557748	3.25476075	0	0	2.789938477	0	0	0	0	0	0	0	2.75014808	0	2.120290956	2.185597873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752335137	0	0	0	0	0	0	0	0	0	0	0	0
ABaraaaapa	0	0	0	0	0	0	2.12032517	0	2.489482657	0	0	3.026747315	1.550316397	0	1.696369799	0	0	0	0	0	0	0	0	0	2.168475742	0	0	0	0	2.743553059	0	0	0	0	1.947283845	2.510279837	0	2.040295983	0	1.151408333	2.713620472	0	0	0	0	0	0	1.587388554	1.326685615	2.361340217	0	2.484909064	0	2.439827547	0	0	0	0	0	0	0	0	0	1.711451283	2.290956522	0	1.35391556	0	0	0	1.389023519	0	0	0	0	0	0	0	2.184301479	0	0	2.723749541	0.976128041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABaraaaapp	0	0	0	0	0	2.741290965	3.341871035	3.20709721	3.884186556	2.365660422	2.933015388	3.73951852	2.000971385	1.380285047	2.403657805	2.946320644	0	0	0	0	0	2.348588856	0	0	2.317393551	0	0	0	0	2.33180916	0	1.771241636	0	0	2.928938601	2.539327437	3.370793105	2.564645616	1.185010746	2.105342356	3.197868496	0	2.535250556	0	0	0	0	3.447158098	2.853751563	3.056848779	0.987685669	3.180052728	1.948442617	3.250663448	2.917668385	0	0	0	0	0	0	3.530742056	0	3.289651679	2.41310814	2.233732627	3.379278846	3.546852755	0	1.791677892	3.168617839	0	0	0	0	0	0	0	3.540595092	0	2.588509091	3.609961736	1.902837842	0	0	0	2.213764795	0	0	0	0	0	0	0	2.026574537	0	0	0	0	0	1.771625887	0	0	0	0	0	0	0	0	0	0	0	0
